respondent_id,cluster,max_probability,confidence_category
836,4,0.6172163622267952,Moderate
837,4,0.611216999343238,Moderate
838,4,0.49090278291040107,Low
839,4,0.5283555376891576,Moderate
840,1,0.5173275472690904,Moderate
841,4,0.674101873570057,Moderate
842,3,0.9976244148817146,High
843,4,0.7597767775588979,Moderate
844,1,0.42972176801169115,Low
845,4,0.8028315650714987,High
846,4,0.8156569901213684,High
847,2,0.36080127639391646,Low
848,0,0.6124509506462322,Moderate
849,4,0.9848055039051499,High
850,4,0.9454847715554787,High
851,1,0.5130419306945361,Moderate
852,1,0.7800051825489175,Moderate
853,4,0.7127168909610319,Moderate
854,1,0.841543816326123,High
855,4,0.4840104395518716,Low
856,1,0.44620106396138826,Low
857,2,0.8883347629177082,High
858,1,0.5117176372161064,Moderate
859,4,0.9305252006074409,High
860,4,0.8378555598992755,High
861,1,0.5004042854773201,Moderate
862,1,0.6138250233886461,Moderate
863,0,0.9982703470686147,High
864,1,0.7880764186568935,Moderate
865,2,0.743993200822748,Moderate
866,2,0.39570331188457336,Low
867,1,0.4934621805297596,Low
868,1,0.7236547423852505,Moderate
869,0,0.9980721238438424,High
870,2,0.9198699428927979,High
871,0,0.9987820542133649,High
872,2,0.5751976263991264,Moderate
873,1,0.6162777746540196,Moderate
874,4,0.4634959390602786,Low
875,2,0.7760672002908328,Moderate
876,1,0.7514296072531106,Moderate
877,4,0.960316507706414,High
878,0,0.9989451487114853,High
879,2,0.9097654918340708,High
880,4,0.6509949070560983,Moderate
881,0,0.9984534020722863,High
882,4,0.8558036570527549,High
883,4,0.7775503246882345,Moderate
884,3,0.9963734106735873,High
885,1,0.44447188084856076,Low
886,1,0.6568326817285933,Moderate
887,4,0.7842448123424931,Moderate
888,4,0.8797066268280378,High
889,1,0.5051854729214379,Moderate
890,1,0.4591728465917577,Low
891,0,0.9978739497756656,High
892,1,0.618453440212409,Moderate
893,1,0.445169967852547,Low
894,4,0.4372386867212398,Low
895,4,0.8782020652461596,High
896,0,0.9989838750955378,High
897,4,0.4496890347225306,Low
898,1,0.7026383327698286,Moderate
899,1,0.42133824023809596,Low
900,4,0.6932765066478188,Moderate
901,0,0.997424671352152,High
902,4,0.766959923610564,Moderate
903,4,0.8807074325112652,High
904,2,0.6857110788809019,Moderate
905,4,0.6032039344828733,Moderate
906,1,0.6275032778336844,Moderate
907,3,0.9980349627609999,High
908,2,0.972696843015006,High
909,4,0.5468570356116221,Moderate
910,4,0.5128230152380749,Moderate
911,4,0.8545874201551921,High
912,1,0.4650179014859881,Low
913,1,0.47517443219731065,Low
914,1,0.6589881480175765,Moderate
915,4,0.988687406805089,High
916,1,0.7050127952534907,Moderate
917,2,0.6491383931528623,Moderate
918,4,0.8945489234937394,High
919,4,0.9914960366134536,High
920,1,0.7248543886091191,Moderate
921,4,0.6962637654031412,Moderate
922,1,0.6276219475819246,Moderate
923,0,0.9984095905862493,High
924,4,0.784062483560811,Moderate
925,1,0.7548537790527029,Moderate
926,1,0.40620375338461123,Low
927,0,0.9982934695376583,High
928,2,0.6058554893246452,Moderate
929,4,0.43689641071882973,Low
930,1,0.669973708542347,Moderate
931,1,0.5657324390714021,Moderate
932,4,0.6890298844887696,Moderate
933,2,0.7860833087196145,Moderate
934,4,0.9869219249607872,High
935,4,0.5318466173895361,Moderate
936,4,0.9027013832074013,High
937,1,0.5772514066457815,Moderate
938,4,0.569825603141136,Moderate
939,2,0.5895385239058684,Moderate
940,4,0.5131121010021418,Moderate
941,2,0.39651040020789524,Low
942,4,0.7068401079167509,Moderate
943,4,0.7006662940010286,Moderate
944,1,0.5579625520386686,Moderate
945,0,0.9971843661387045,High
946,4,0.7069926048248704,Moderate
947,1,0.5225329276300595,Moderate
948,4,0.7670173231703106,Moderate
949,0,0.9989294706364988,High
950,2,0.4346026573442817,Low
951,3,0.9966836660954224,High
952,4,0.6709203791457933,Moderate
953,1,0.7816538357125201,Moderate
954,0,0.9982031421227887,High
955,0,0.9988428505428492,High
956,4,0.7620532500477676,Moderate
957,2,0.5007281404972707,Moderate
958,4,0.5479219065582078,Moderate
959,3,0.9966249502080048,High
960,1,0.7057077185302886,Moderate
961,4,0.7598764394141223,Moderate
962,1,0.7443807494347887,Moderate
963,4,0.9074684192960978,High
964,4,0.799264241901467,Moderate
965,1,0.440467299510516,Low
966,4,0.4311233243957706,Low
967,1,0.5260195527655391,Moderate
968,1,0.42594895428434104,Low
969,1,0.6536614391961882,Moderate
970,2,0.6179603563376692,Moderate
971,4,0.9224806328965304,High
972,4,0.9358631918294555,High
973,1,0.5435358889705175,Moderate
974,1,0.5076687715513585,Moderate
975,1,0.6016014873264648,Moderate
976,4,0.8251251600680944,High
977,1,0.5561470612729477,Moderate
978,4,0.5851773855182923,Moderate
979,2,0.5026468664657929,Moderate
980,4,0.9651866008073313,High
981,4,0.4547705530202631,Low
982,1,0.7488394204083972,Moderate
983,1,0.7909291514886748,Moderate
984,1,0.6639102670346714,Moderate
985,2,0.8003363719168481,High
986,1,0.6457249782268716,Moderate
987,4,0.5572196927916473,Moderate
988,1,0.8006894109822618,High
989,4,0.4949140629220591,Low
990,1,0.6804336681499508,Moderate
991,1,0.700905284651717,Moderate
992,2,0.46645687963538585,Low
993,1,0.8188796344318531,High
994,4,0.6195626266980357,Moderate
995,0,0.9983120431784147,High
996,4,0.8113441562743964,High
997,4,0.5119591755215148,Moderate
998,1,0.46421884022421134,Low
999,2,0.6627644713882325,Moderate
1000,1,0.5622685311798586,Moderate
1001,1,0.48586008725886315,Low
1002,2,0.8065417352385715,High
1003,1,0.5414350364939926,Moderate
1004,4,0.9698521231892621,High
1005,2,0.7558415992316597,Moderate
1006,1,0.4612197931349045,Low
1007,2,0.43059350546371145,Low
1008,4,0.8703945913756476,High
1009,4,0.6705229208493263,Moderate
1010,1,0.6183426022293729,Moderate
1011,4,0.5570902512941732,Moderate
1012,1,0.6020585387921363,Moderate
1013,4,0.656228784282407,Moderate
1014,0,0.9971591771019527,High
1015,2,0.9241010383526662,High
1016,4,0.45157384623381686,Low
1017,2,0.5520679004723651,Moderate
1018,1,0.6414018003959189,Moderate
1019,0,0.9984656971987067,High
1020,1,0.572569626056118,Moderate
1021,4,0.8143647433165554,High
1022,3,0.9955739374386336,High
1023,1,0.4587921141889663,Low
1024,2,0.7787904616525302,Moderate
1025,1,0.6216578121552928,Moderate
1026,4,0.9869633680478441,High
1027,4,0.3749591682734533,Low
1028,4,0.8449624455703159,High
1029,0,0.9975607819273921,High
1030,3,0.9974985246809753,High
1031,4,0.7025710248672774,Moderate
1032,2,0.35970431594644164,Low
1033,4,0.7699836606125331,Moderate
1034,4,0.9441999841906703,High
1035,1,0.549774546415382,Moderate
1036,1,0.7501374474122801,Moderate
1037,3,0.9989709392451196,High
1038,1,0.5547526464083212,Moderate
1039,1,0.5484221683078748,Moderate
1040,1,0.5595159728991554,Moderate
1041,1,0.6462468594405075,Moderate
1042,1,0.723619391325005,Moderate
1043,3,0.9968614809052444,High
1044,4,0.5097808611936449,Moderate
1045,1,0.5120629226142677,Moderate
1046,4,0.4169959935712896,Low
1047,4,0.49478166385583805,Low
1048,1,0.6590186769286147,Moderate
1049,1,0.5837916343858381,Moderate
1050,3,0.9975906602041301,High
1051,1,0.5798376157185439,Moderate
1052,4,0.8987980292318622,High
1053,4,0.8773933552958224,High
1054,0,0.9984543414889273,High
1055,1,0.467727186346725,Low
1056,1,0.4897537594550304,Low
1057,1,0.773428699888022,Moderate
1058,2,0.9162399315274896,High
1059,4,0.8287711142446123,High
1060,4,0.5461027368589838,Moderate
1061,4,0.9564187420553585,High
1062,1,0.509778591281393,Moderate
1063,1,0.6158155607911001,Moderate
1064,1,0.665878861734493,Moderate
1065,2,0.5107154402688243,Moderate
1066,0,0.9966291855478129,High
1067,2,0.35280827548549076,Low
1068,3,0.9965236481836989,High
1069,1,0.6094886543586197,Moderate
1070,4,0.6105775481343324,Moderate
1071,3,0.9973406821380084,High
1072,1,0.7014751684733384,Moderate
1073,2,0.4180437818599209,Low
1074,1,0.6263479331432631,Moderate
1075,2,0.6655392436162126,Moderate
1076,4,0.6550028913067824,Moderate
1077,4,0.5673502085331164,Moderate
1078,2,0.46514701511620554,Low
1079,1,0.6839549774408548,Moderate
1080,4,0.6867022973789086,Moderate
1081,4,0.7928698978446956,Moderate
1082,0,0.9977661080186616,High
1083,0,0.9980294994190312,High
1084,1,0.8142007788744733,High
1085,0,0.9986712697648941,High
1086,1,0.5905985530235167,Moderate
1087,1,0.4805254892448839,Low
1088,2,0.5068779326064063,Moderate
1089,3,0.9983873730415074,High
1090,4,0.8381585174599353,High
1091,1,0.5365424587546795,Moderate
1092,4,0.5447814509299328,Moderate
1093,1,0.765468177334574,Moderate
1094,4,0.6384415769576418,Moderate
1095,1,0.6799287689704441,Moderate
1096,0,0.5635529458393207,Moderate
1097,1,0.519193796832557,Moderate
1098,4,0.48601968861855366,Low
1099,2,0.6320693337779631,Moderate
1100,4,0.5079307558419451,Moderate
1101,4,0.5308122955271816,Moderate
1102,4,0.7336438148764055,Moderate
1103,4,0.7293557772268597,Moderate
1104,0,0.9983742661742115,High
1105,1,0.5556599233896973,Moderate
1106,4,0.50786764408725,Moderate
1107,4,0.6990380493887681,Moderate
1108,4,0.7088600650500176,Moderate
1109,2,0.46320482194287865,Low
1110,3,0.9982568030511714,High
1111,2,0.8315285670812949,High
1112,4,0.7921785858019353,Moderate
1113,1,0.8031646220870758,High
1114,4,0.973352749997907,High
1115,4,0.6449019636627743,Moderate
1116,4,0.559315083820541,Moderate
1117,1,0.4501635699638744,Low
1118,1,0.7309847279780821,Moderate
1119,3,0.9975770597196516,High
1120,2,0.7652636069774443,Moderate
1121,2,0.46967488779251276,Low
1122,1,0.4524321279300011,Low
1123,1,0.4356309358228697,Low
1124,2,0.6966849805225107,Moderate
1125,4,0.8168989290067417,High
1126,3,0.9971378399496797,High
1127,2,0.9550250282689928,High
1128,1,0.35352308567535856,Low
1129,1,0.7350544110453806,Moderate
1130,4,0.8392380756083259,High
1131,4,0.8819705359289901,High
1132,4,0.7949184271666058,Moderate
1133,4,0.5236446901195393,Moderate
1134,1,0.7107322698052654,Moderate
1135,2,0.7350083215884229,Moderate
1136,2,0.6843623781098477,Moderate
1137,4,0.8574295603425816,High
1138,1,0.7543214434724941,Moderate
1139,2,0.7905745213731509,Moderate
1140,0,0.9978276743309499,High
1141,1,0.6536479919657124,Moderate
1142,1,0.4994109566345403,Low
1143,4,0.5263454305181006,Moderate
1144,2,0.4472909637192722,Low
1145,4,0.4446036925524281,Low
1146,4,0.4952700948992617,Low
1147,4,0.608933584357627,Moderate
1148,4,0.6933424770453961,Moderate
1149,4,0.6871752531426081,Moderate
1150,1,0.5855099806423896,Moderate
1151,4,0.7426898413072744,Moderate
1152,2,0.8054522738785242,High
1153,4,0.9776620729724843,High
1154,0,0.9977453866893514,High
1155,0,0.9980877431973275,High
1156,1,0.7605750676358495,Moderate
1157,1,0.8163403504316018,High
1158,2,0.6546727200420522,Moderate
1159,1,0.4717387182275342,Low
1160,2,0.7377245638770605,Moderate
1161,1,0.445182005988207,Low
1162,1,0.529426150956902,Moderate
1163,1,0.8203266623489688,High
1164,4,0.7021243256426662,Moderate
1165,1,0.6350143736204095,Moderate
1166,2,0.6492925266533988,Moderate
1167,4,0.6685784987221511,Moderate
1168,1,0.40858510282513705,Low
1169,4,0.6023915039563885,Moderate
1170,1,0.38956123924975056,Low
1171,2,0.8376934117904454,High
1172,4,0.9921994566764938,High
1173,4,0.5285462122100665,Moderate
1174,4,0.4638822683592849,Low
1175,1,0.6567963787978426,Moderate
1176,2,0.4660841369749733,Low
1177,4,0.6291785730029815,Moderate
1178,2,0.7291083459418477,Moderate
1179,1,0.7777302196747636,Moderate
1180,0,0.5806056928306296,Moderate
1181,1,0.6712733321427319,Moderate
1182,0,0.9984471659450732,High
1183,2,0.6827040785595967,Moderate
1184,0,0.9974678728094879,High
1185,1,0.5975556619420618,Moderate
1186,1,0.8191648692748021,High
1187,4,0.5761898006618223,Moderate
1188,4,0.4965455074371658,Low
1189,4,0.9679977939396913,High
1190,4,0.5636248987402143,Moderate
1191,2,0.4496654736022193,Low
1192,0,0.9976979419123699,High
1193,3,0.9974458788502784,High
1194,1,0.6182599653541001,Moderate
1195,4,0.593653770782529,Moderate
1196,1,0.4604410114314579,Low
1197,4,0.44580939618466064,Low
1198,4,0.8356086335817835,High
1199,4,0.780252132776811,Moderate
1200,1,0.5867097421786241,Moderate
1201,2,0.7996090760395183,Moderate
1202,2,0.5621086760855744,Moderate
1203,1,0.7819749279203014,Moderate
1204,2,0.4854455161512778,Low
1205,2,0.803421114046733,High
1206,1,0.4358500999814857,Low
1207,4,0.7004825837382392,Moderate
1208,2,0.6959172320221688,Moderate
1209,2,0.5315027939743091,Moderate
1210,4,0.4765111407152558,Low
1211,0,0.9985822529558608,High
1212,1,0.6428233247971518,Moderate
1213,3,0.9973792446070703,High
1214,4,0.5048272554982978,Moderate
1215,1,0.761375042876889,Moderate
1216,4,0.4506979847273206,Low
1217,2,0.6282660147083929,Moderate
1218,4,0.9295555127349503,High
1219,1,0.8076267428614995,High
1220,0,0.9975702350743259,High
1221,1,0.840082748632213,High
1222,1,0.7884859847900986,Moderate
1223,1,0.7332543460020886,Moderate
1224,1,0.6301392331487121,Moderate
1225,4,0.5211316644494296,Moderate
1226,1,0.38185478324576055,Low
1227,3,0.9961064587426819,High
1228,3,0.9975490968061207,High
1229,3,0.9976627797036921,High
1230,2,0.9397591722594022,High
1231,1,0.6993096683445112,Moderate
1232,4,0.8197677624563942,High
1233,4,0.6252755369604732,Moderate
1234,2,0.748827239800624,Moderate
1235,4,0.7307845385407291,Moderate
1236,4,0.8055850730373024,High
1237,4,0.9784026199800409,High
1238,2,0.7298800786843578,Moderate
1239,2,0.663790823258331,Moderate
1240,2,0.5204591643255293,Moderate
1241,1,0.8389524498032773,High
1242,4,0.5823226719890757,Moderate
1243,1,0.432348170959771,Low
1244,2,0.5865501674956151,Moderate
1245,0,0.9977899526337899,High
1246,2,0.44478202275291207,Low
1247,0,0.9982465585446808,High
1248,1,0.3429309354459968,Low
1249,1,0.7517680364500837,Moderate
1250,4,0.9551107977750726,High
1251,0,0.9970683073205342,High
1252,4,0.8563953535891163,High
1253,2,0.571572214649969,Moderate
1254,4,0.6339188097129758,Moderate
1255,4,0.6289324050344116,Moderate
1256,1,0.4340526569251267,Low
1257,2,0.49958908283401204,Low
1258,2,0.9514933274095537,High
1259,3,0.9983805861653196,High
1260,1,0.4651486067034096,Low
1261,0,0.9989229087201945,High
1262,1,0.5729683189425996,Moderate
1263,4,0.9685499859650434,High
1264,1,0.6226773746004421,Moderate
1265,4,0.4476203760596054,Low
1266,1,0.6778215944554868,Moderate
1267,4,0.5242070016307772,Moderate
1268,4,0.8461052098912468,High
1269,1,0.6614039445075065,Moderate
1270,4,0.9926588481985885,High
1271,1,0.6982411667736447,Moderate
1272,0,0.9969074702908038,High
1273,2,0.8887495321042072,High
1274,4,0.49914053804603464,Low
1275,2,0.4771514416930185,Low
1276,4,0.5357695032290721,Moderate
1277,2,0.6512732486164021,Moderate
1278,4,0.7699601191936842,Moderate
1279,4,0.6499055827097187,Moderate
1280,4,0.7389182509994864,Moderate
1281,1,0.6903178941053412,Moderate
1282,4,0.9979497784430111,High
1283,2,0.53117690379782,Moderate
1284,0,0.9982777966429435,High
1285,1,0.8400766518412437,High
1286,1,0.6352694650539263,Moderate
1287,4,0.6699936012307702,Moderate
1288,1,0.6639744915110736,Moderate
1289,3,0.9975216915912887,High
1290,4,0.4688359005559347,Low
1291,3,0.9980104114961975,High
1292,4,0.8853215499309954,High
1293,4,0.9032786511299846,High
1294,0,0.9984123183321589,High
1295,2,0.5385493616622736,Moderate
1296,4,0.6201252256138036,Moderate
1297,4,0.7330015673844189,Moderate
1298,2,0.6657448061118761,Moderate
1299,3,0.998289830440949,High
1300,4,0.443085298884747,Low
1301,1,0.5486946604876134,Moderate
1302,4,0.47459945080769883,Low
1303,2,0.8553727410223303,High
1304,4,0.8343042422031266,High
1305,4,0.5766596206635299,Moderate
1306,1,0.7062799605744992,Moderate
1307,1,0.43808842269676046,Low
1308,4,0.9118059824887098,High
1309,4,0.82193057093963,High
1310,1,0.8319742360427302,High
1311,4,0.6990841752997068,Moderate
1312,2,0.5579138052628618,Moderate
1313,1,0.660467120977228,Moderate
1314,1,0.604417108049041,Moderate
1315,1,0.7116610273195968,Moderate
1316,1,0.6569426769836484,Moderate
1317,0,0.9984805300370067,High
1318,2,0.7596803456901247,Moderate
1319,1,0.616380474637671,Moderate
1320,1,0.6074697631201772,Moderate
1321,4,0.7816886428274276,Moderate
1322,4,0.6717004915401744,Moderate
1323,0,0.9967013591046784,High
1324,1,0.7920776786847326,Moderate
1325,1,0.7470572322108122,Moderate
1326,0,0.9988946915266259,High
1327,2,0.5129933957085209,Moderate
1328,4,0.5413595982013861,Moderate
1329,1,0.4961082747703333,Low
1330,4,0.6246212914710288,Moderate
1331,2,0.5513152214999917,Moderate
1332,1,0.4683475926560866,Low
1333,2,0.5634012575310733,Moderate
1334,1,0.8569409062426956,High
1335,2,0.9600353576425856,High
1336,2,0.5281827289306766,Moderate
1337,1,0.626890714936675,Moderate
1338,2,0.45282363267700754,Low
1339,1,0.4362858581225094,Low
1340,1,0.6922480471498231,Moderate
1341,4,0.8492155853183613,High
1342,4,0.453135368217427,Low
1343,3,0.997118584112366,High
1344,1,0.7826156922682442,Moderate
1345,1,0.5065765530736498,Moderate
1346,1,0.5758521298539255,Moderate
1347,2,0.791744846887868,Moderate
1348,2,0.5007370070489262,Moderate
1349,2,0.7357773159935993,Moderate
1350,1,0.7329234773026339,Moderate
1351,4,0.9053926516390063,High
1352,1,0.6918286564026451,Moderate
1353,0,0.9985892173684453,High
1354,0,0.9985160250387641,High
1355,1,0.5344830040749861,Moderate
1356,1,0.6645111930365916,Moderate
1357,1,0.7840233596126094,Moderate
1358,2,0.7088484395623909,Moderate
1359,4,0.665017221775437,Moderate
1360,4,0.8649547577237199,High
1361,4,0.7740588345225773,Moderate
1362,2,0.5325717338564689,Moderate
1363,4,0.7537878117558413,Moderate
1364,4,0.7088671611109999,Moderate
1365,4,0.5928038959754169,Moderate
1366,4,0.5573591668456724,Moderate
1367,4,0.747398288063707,Moderate
1368,2,0.7840151563402233,Moderate
1369,4,0.9245297884920212,High
1370,2,0.3812011646934681,Low
1371,4,0.5092964586838093,Moderate
1372,1,0.8221729116191864,High
1373,4,0.6992402323780916,Moderate
1374,2,0.8865379555824326,High
1375,4,0.9605784270601411,High
1376,1,0.6515793332290694,Moderate
1377,0,0.998001323631398,High
1378,1,0.7283431632978632,Moderate
1379,2,0.7480912247608172,Moderate
1380,2,0.49969532567756786,Low
1381,4,0.8948475627953664,High
1382,4,0.566970153045251,Moderate
1383,2,0.7079370549715804,Moderate
1384,4,0.9183980360909357,High
1385,1,0.7656126581988417,Moderate
1386,2,0.8741371531931819,High
1387,2,0.7925401039380212,Moderate
1388,4,0.46558484912431736,Low
1389,3,0.9972261364718891,High
1390,1,0.6908387014450936,Moderate
1391,1,0.5141780137243755,Moderate
1392,1,0.5450253385153963,Moderate
1393,1,0.6696555743219494,Moderate
1394,1,0.5958358135663421,Moderate
1395,4,0.515957609971182,Moderate
1396,1,0.8690942209569393,High
1397,1,0.6831340481439943,Moderate
1398,1,0.6729898371610534,Moderate
1399,0,0.9979057828070952,High
1400,1,0.6997834268235348,Moderate
1401,1,0.8023613343597206,High
1402,0,0.9976547618052285,High
1403,4,0.8978765947809008,High
1404,0,0.9980762765122707,High
1405,0,0.9987345904988607,High
1406,2,0.4011483719240482,Low
1407,1,0.5842602607397892,Moderate
1408,1,0.7593639043023254,Moderate
1409,3,0.9979015872504097,High
1410,2,0.4940628347134219,Low
1411,4,0.9153938573098722,High
1412,1,0.5376645569417757,Moderate
1413,1,0.46083304428567956,Low
1414,1,0.6090623284321913,Moderate
1415,2,0.4227139336732474,Low
1416,2,0.7764327837941689,Moderate
1417,1,0.6217194667336327,Moderate
1418,1,0.4989733540510646,Low
1419,4,0.606012243817072,Moderate
1420,1,0.7492904335978253,Moderate
1421,3,0.9974896204213621,High
1422,4,0.34857608616989716,Low
1423,4,0.8303326544019509,High
1424,2,0.6303926948792148,Moderate
1425,4,0.9087656282547414,High
1426,4,0.7162302882955313,Moderate
1427,1,0.39008673232888763,Low
1428,4,0.5102200588345324,Moderate
1429,3,0.9971804729110407,High
1430,4,0.8123765295738058,High
1431,4,0.6471957065942948,Moderate
1432,1,0.8545549495485758,High
1433,0,0.9987342548960378,High
1434,0,0.9978997781312778,High
1435,4,0.6816082374085636,Moderate
1436,2,0.7114538562504862,Moderate
1437,2,0.5866851349838561,Moderate
1438,1,0.3591312248469388,Low
1439,1,0.5054059689625738,Moderate
1440,1,0.5819715317059739,Moderate
1441,4,0.9629340569467161,High
1442,4,0.8493544368248214,High
1443,4,0.5540279010209095,Moderate
1444,2,0.544202619976447,Moderate
1445,2,0.8189072141587135,High
1446,2,0.6050403662838855,Moderate
1447,1,0.7219119366786789,Moderate
1448,4,0.4157214138550234,Low
1449,2,0.7212748642372613,Moderate
1450,0,0.9981919982530802,High
1451,4,0.869732848529648,High
1452,1,0.6935326082330219,Moderate
1453,1,0.6034785894561129,Moderate
1454,2,0.8484931237525684,High
1455,2,0.6256634843295981,Moderate
1456,4,0.460123749126937,Low
1457,4,0.9650745519180352,High
1458,0,0.9975954599700471,High
1459,4,0.6517402317408789,Moderate
1460,1,0.5086673372394901,Moderate
1461,1,0.6520066049652422,Moderate
1462,1,0.6869374418729287,Moderate
1463,4,0.6468259537382381,Moderate
1464,1,0.6465160237535436,Moderate
1465,1,0.6344192537469943,Moderate
1466,4,0.7211482392030838,Moderate
1467,1,0.49577008087400304,Low
1468,1,0.8647608610174837,High
1469,1,0.7996194155863526,Moderate
1470,1,0.36451405186527236,Low
1471,0,0.99730945896106,High
1472,1,0.7513271395802483,Moderate
1473,1,0.6093964158143482,Moderate
1474,3,0.997203735373079,High
1475,4,0.7167482524748616,Moderate
1476,4,0.5238542788463216,Moderate
1477,2,0.5622830436829978,Moderate
1478,1,0.6236105036976959,Moderate
1479,4,0.4268142393520707,Low
1480,2,0.6903890377202063,Moderate
1481,4,0.6755156841031171,Moderate
1482,4,0.6093939409072603,Moderate
1483,1,0.7212545404323515,Moderate
1484,4,0.7503745542957395,Moderate
1485,4,0.9142864975674426,High
1486,4,0.43420077398587476,Low
1487,2,0.6185448604360368,Moderate
1488,1,0.45636950656951747,Low
1489,0,0.9981083342382886,High
1490,1,0.5397653308635374,Moderate
1491,2,0.7608737899857606,Moderate
1492,1,0.7631108627425784,Moderate
1493,2,0.5794376694419777,Moderate
1494,0,0.9982829902872553,High
1495,1,0.5794012227590649,Moderate
1496,4,0.7547506252540184,Moderate
1497,4,0.6638378922401889,Moderate
1498,2,0.37539362835811013,Low
1499,4,0.6808611259205494,Moderate
1500,0,0.9982792208193371,High
1501,0,0.9982374798104998,High
1502,2,0.4310480820538809,Low
1503,4,0.7139778091324293,Moderate
1504,3,0.9975680516080856,High
1505,0,0.9983425389379071,High
1506,1,0.660567359991645,Moderate
1507,4,0.8276719792993391,High
1508,3,0.997645598836699,High
1509,3,0.9971309052511014,High
1510,0,0.7106353374462271,Moderate
1511,2,0.47457875058816057,Low
1512,4,0.5880112161182618,Moderate
1513,1,0.3763102025580211,Low
1514,4,0.5521346383188129,Moderate
1515,1,0.4922145093802428,Low
1516,2,0.3512890963661445,Low
1517,1,0.5498200289074308,Moderate
1518,2,0.7659076876378184,Moderate
1519,0,0.9975424588598639,High
1520,4,0.9745034929376217,High
1521,2,0.8165130947785942,High
1522,3,0.9982851021774622,High
1523,4,0.4770016496071183,Low
1524,4,0.8075816091644223,High
1525,1,0.5761822365952292,Moderate
1526,4,0.5694106650347522,Moderate
1527,1,0.6667477509836056,Moderate
1528,4,0.44601183468315797,Low
1529,4,0.5458377567092755,Moderate
1530,0,0.9994482457272191,High
1531,3,0.9977944043327577,High
1532,4,0.8126516041494759,High
1533,3,0.9891778410261992,High
1534,1,0.46928433143795184,Low
1535,0,0.9985630722822061,High
1536,2,0.5032476291630197,Moderate
1537,2,0.912806461738099,High
1538,1,0.7424069496309943,Moderate
1539,4,0.5458543222937726,Moderate
1540,3,0.9969276249151743,High
1541,2,0.7074300239742803,Moderate
1542,4,0.7005889572933673,Moderate
1543,2,0.6630199686392273,Moderate
1544,4,0.47527924245188247,Low
1545,1,0.8259913805745661,High
1546,1,0.7088953286832236,Moderate
1547,1,0.4507062658961071,Low
1548,2,0.6501116148258367,Moderate
1549,3,0.9969563033624737,High
1550,2,0.7378419186383435,Moderate
1551,1,0.5417898377652547,Moderate
1552,4,0.9714713802923511,High
1553,2,0.7048263390392558,Moderate
1554,4,0.4403526632484105,Low
1555,1,0.7918271979998118,Moderate
1556,2,0.4271402593817269,Low
1557,2,0.4055904209849214,Low
1558,4,0.5497340913449855,Moderate
1559,0,0.9980481747505071,High
1560,1,0.7029092109444192,Moderate
1561,4,0.8683992503742968,High
1562,4,0.48545618424882936,Low
1563,1,0.5897012367417901,Moderate
1564,1,0.7016334434462287,Moderate
1565,0,0.9983473840585299,High
1566,2,0.5029863896532234,Moderate
1567,4,0.5661176184717809,Moderate
1568,4,0.4815578046333658,Low
1569,4,0.8167487436036477,High
1570,2,0.6837428088965097,Moderate
1571,0,0.9980636589739581,High
1572,0,0.9976284173219662,High
1573,1,0.5370962199722252,Moderate
1574,1,0.5541138018899417,Moderate
1575,1,0.7348271601745592,Moderate
1576,1,0.49459833939876835,Low
1577,0,0.9986419085566134,High
1578,1,0.3739118711128368,Low
1579,0,0.9980525888593907,High
1580,1,0.6196410244873081,Moderate
1581,4,0.39300804017471985,Low
1582,4,0.6673513744898308,Moderate
1583,2,0.9147006531053652,High
1584,2,0.7134317789511863,Moderate
1585,1,0.717218221790861,Moderate
1586,4,0.7391148393079956,Moderate
1587,1,0.7861210963280253,Moderate
1588,2,0.8385129920079154,High
1589,1,0.6576958495289305,Moderate
1590,1,0.8183299127366911,High
1591,4,0.481002833570819,Low
1592,4,0.700609628752252,Moderate
1593,4,0.5557053834051312,Moderate
1594,2,0.4336891023407304,Low
1595,0,0.9973268702406325,High
1596,2,0.52880520392586,Moderate
1597,4,0.5249198987373913,Moderate
1598,4,0.6549453381087269,Moderate
1599,4,0.6893607129177339,Moderate
1600,0,0.9982759117835711,High
1601,3,0.9974827695905567,High
1602,1,0.791027015031328,Moderate
1603,4,0.9581783853797523,High
1604,4,0.8932065183473742,High
1605,4,0.745988376722947,Moderate
1606,4,0.9382245478400373,High
1607,3,0.9909853726384896,High
1608,1,0.5683435124810617,Moderate
1609,1,0.8234497667088623,High
1610,2,0.4865162934740651,Low
1611,1,0.5048885115804213,Moderate
1612,4,0.6136217292241815,Moderate
1613,2,0.577611737773868,Moderate
1614,4,0.646284145526292,Moderate
1615,2,0.5030859808466271,Moderate
1616,2,0.43127461072283124,Low
1617,0,0.9967279020014804,High
1618,1,0.5834207764040881,Moderate
1619,0,0.9976678723881743,High
1620,1,0.6874858718121901,Moderate
1621,2,0.3674767315508756,Low
1622,4,0.4818757668440512,Low
1623,4,0.4791182507008745,Low
1624,1,0.8238814704602576,High
1625,0,0.9986364148824154,High
1626,3,0.9958051811128388,High
1627,0,0.9977635394712404,High
1628,1,0.7790927001278596,Moderate
1629,1,0.6094562693320131,Moderate
1630,1,0.5506785533856382,Moderate
1631,1,0.43890098666779614,Low
1632,1,0.6433098510966665,Moderate
1633,2,0.8552695713470542,High
1634,4,0.5075588610918309,Moderate
1635,1,0.7672862697543376,Moderate
1636,4,0.6480332390752721,Moderate
